type,a,b,c,d
scene,arterial,static,0.0,0.000
map,1,,,,,,
poi,87.3,66.6,crossing,,,,
poi,92.0,68.6,signal,,,,
poi,90.9,75.0,crossing,,,,
poi,94.0,61.9,crossing,,,,
poi,-17.2,-16.0,gate,,,,
poi,-6.3,0.9,crossing,,,,
poi,-62.7,-7.2,gate,,,,
poi,8.6,8.8,crossing,,,,
poi,17.0,-3.4,gate,,,,
water,-821.0,98.9,-824.2,96.9,3.0,,
water,-824.2,96.9,-826.3,95.0,3.0,,
water,-826.3,95.0,-827.5,93.5,3.0,,
water,-827.5,93.5,-828.9,91.4,3.0,,
water,-828.9,91.4,-833.4,88.8,3.0,,
water,-833.4,88.8,-835.1,88.0,3.0,,
water,-835.1,88.0,-855.5,68.6,3.0,,
water,-855.5,68.6,-857.3,65.0,3.0,,
water,-857.3,65.0,-860.8,62.1,3.0,,
water,-860.8,62.1,-863.0,57.9,3.0,,
water,-863.0,57.9,-866.5,54.8,3.0,,
water,-866.5,54.8,-867.5,52.3,3.0,,
water,-867.5,52.3,-868.7,50.8,3.0,,
water,-868.7,50.8,-871.1,49.9,3.0,,
water,-871.1,49.9,-872.6,48.2,3.0,,
water,-872.6,48.2,-874.5,45.2,3.0,,
water,-874.5,45.2,-876.9,42.6,3.0,,
water,-876.9,42.6,-881.5,40.1,3.0,,
water,-881.5,40.1,-883.3,39.4,3.0,,
water,-883.3,39.4,-884.2,38.8,3.0,,
water,-884.2,38.8,-884.6,37.7,3.0,,
water,-884.6,37.7,-884.9,37.0,3.0,,
water,-884.9,37.0,-885.6,36.1,3.0,,
water,-885.6,36.1,-886.9,34.8,3.0,,
water,-886.9,34.8,-888.3,32.6,3.0,,
water,-888.3,32.6,-895.0,28.0,3.0,,
water,-895.0,28.0,-903.2,22.5,3.0,,
water,-903.2,22.5,-906.8,21.0,3.0,,
water,-906.8,21.0,-909.8,16.9,3.0,,
water,-909.8,16.9,-916.0,12.6,3.0,,
water,-916.0,12.6,-919.2,9.6,3.0,,
water,-919.2,9.6,-919.4,9.5,3.0,,
water,-919.4,9.5,-921.6,8.9,3.0,,
water,-921.6,8.9,-925.0,7.6,3.0,,
water,-925.0,7.6,-927.8,4.8,3.0,,
water,-927.8,4.8,-929.1,1.7,3.0,,
water,-929.1,1.7,-931.7,0.0,3.0,,
water,-931.7,0.0,-940.1,-3.8,3.0,,
water,-940.1,-3.8,-946.4,-5.4,3.0,,
water,-946.4,-5.4,-948.3,-6.8,3.0,,
water,-948.3,-6.8,-949.6,-9.2,3.0,,
water,-949.6,-9.2,-951.4,-9.3,3.0,,
water,-951.4,-9.3,-952.7,-7.2,3.0,,
water,-952.7,-7.2,-954.7,-7.5,3.0,,
water,-954.7,-7.5,-958.1,-10.7,3.0,,
water,-958.1,-10.7,-960.4,-12.1,3.0,,
water,-960.4,-12.1,-967.9,-14.4,3.0,,
water,-967.9,-14.4,-970.1,-14.7,3.0,,
water,-970.1,-14.7,-972.4,-14.5,3.0,,
water,-972.4,-14.5,-975.9,-14.2,3.0,,
water,-975.9,-14.2,-977.4,-14.2,3.0,,
water,-977.4,-14.2,-979.0,-14.6,3.0,,
water,-979.0,-14.6,-982.5,-16.8,3.0,,
