t_s,obj,class,az_deg,dist_m,vis
5.0,4,train,3.6,76.83,1
5.1,4,train,3.6,75.17,1
5.2,4,train,3.7,73.50,1
5.3,4,train,3.8,71.84,1
5.4,4,train,3.9,70.18,1
5.5,4,train,4.0,68.52,1
5.6,4,train,4.1,66.85,1
5.7,4,train,4.2,65.19,1
5.8,4,train,4.3,63.53,1
5.9,4,train,4.4,61.87,1
6.0,4,train,4.5,60.21,1
6.1,4,train,4.7,58.55,1
6.2,4,train,4.8,56.89,1
6.3,4,train,4.9,55.23,1
6.4,4,train,5.1,53.57,1
6.5,4,train,5.3,51.91,1
6.6,4,train,5.4,50.25,1
6.7,4,train,5.6,48.59,1
6.8,4,train,5.8,46.93,1
6.9,4,train,6.0,45.28,1
7.0,4,train,6.3,43.62,1
7.1,4,train,6.5,41.97,1
7.2,4,train,6.8,40.31,1
7.3,4,train,7.1,38.66,1
7.4,4,train,7.4,37.01,1
7.5,4,train,7.7,35.36,1
7.6,4,train,8.1,33.71,1
7.7,4,train,8.5,32.06,1
7.8,4,train,9.0,30.41,1
7.9,4,train,9.5,28.77,1
8.0,4,train,10.1,27.13,1
8.1,4,train,10.8,25.50,1
8.2,4,train,11.5,23.86,1
8.3,4,train,12.4,22.24,1
8.4,4,train,13.4,20.62,1
8.5,4,train,14.5,19.00,1
8.6,4,train,15.9,17.40,1
8.7,4,train,17.6,15.81,1
8.8,4,train,19.6,14.24,1
8.9,4,train,22.1,12.69,1
9.0,4,train,25.3,11.18,1
9.1,4,train,29.5,9.72,1
9.2,4,train,35.2,8.33,1
9.3,4,train,43.0,7.07,1
9.4,4,train,54.0,6.01,1
9.5,4,train,68.9,5.27,1
9.6,4,train,87.2,5.00,1
9.7,4,train,105.8,5.27,1
9.8,4,train,121.4,6.01,1
9.9,4,train,133.0,7.07,1
0.6,5,train,1.6,170.07,1
0.7,5,train,1.6,168.41,1
0.8,5,train,1.6,166.74,1
0.9,5,train,1.7,165.08,1
1.0,5,train,1.7,163.41,1
1.1,5,train,1.7,161.74,1
1.2,5,train,1.7,160.08,1
1.3,5,train,1.7,158.41,1
1.4,5,train,1.7,156.75,1
1.5,5,train,1.8,155.08,1
1.6,5,train,1.8,153.41,1
1.7,5,train,1.8,151.75,1
1.8,5,train,1.8,150.08,1
1.9,5,train,1.8,148.42,1
2.0,5,train,1.9,146.75,1
2.1,5,train,1.9,145.09,1
2.2,5,train,1.9,143.42,1
2.3,5,train,1.9,141.75,1
2.4,5,train,1.9,140.09,1
2.5,5,train,2.0,138.42,1
2.6,5,train,2.0,136.76,1
2.7,5,train,2.0,135.09,1
2.8,5,train,2.0,133.43,1
2.9,5,train,2.1,131.76,1
3.0,5,train,2.1,130.10,1
3.1,5,train,2.1,128.43,1
3.2,5,train,2.2,126.77,1
3.3,5,train,2.2,125.10,1
3.4,5,train,2.2,123.43,1
3.5,5,train,2.2,121.77,1
3.6,5,train,2.3,120.10,1
3.7,5,train,2.3,118.44,1
3.8,5,train,2.3,116.77,1
3.9,5,train,2.4,115.11,1
4.0,5,train,2.4,113.44,1
4.1,5,train,2.4,111.78,1
4.2,5,train,2.5,110.11,1
4.3,5,train,2.5,108.45,1
4.4,5,train,2.6,106.78,1
4.5,5,train,2.6,105.12,1
4.6,5,train,2.6,103.45,1
4.7,5,train,2.7,101.79,1
4.8,5,train,2.7,100.12,1
4.9,5,train,2.8,98.46,1
5.0,5,train,2.8,96.80,1
5.1,5,train,2.9,95.13,1
5.2,5,train,2.9,93.47,1
5.3,5,train,3.0,91.80,1
5.4,5,train,3.0,90.14,1
5.5,5,train,3.1,88.47,1
5.6,5,train,3.1,86.81,1
5.7,5,train,3.2,85.15,1
5.8,5,train,3.3,83.48,1
5.9,5,train,3.3,81.82,1
6.0,5,train,3.4,80.16,1
6.1,5,train,3.5,78.49,1
6.2,5,train,3.6,76.83,1
6.3,5,train,3.6,75.17,1
6.4,5,train,3.7,73.50,1
6.5,5,train,3.8,71.84,1
6.6,5,train,3.9,70.18,1
6.7,5,train,4.0,68.52,1
6.8,5,train,4.1,66.85,1
6.9,5,train,4.2,65.19,1
7.0,5,train,4.3,63.53,1
7.1,5,train,4.4,61.87,1
7.2,5,train,4.5,60.21,1
7.3,5,train,4.7,58.55,1
7.4,5,train,4.8,56.89,1
7.5,5,train,4.9,55.23,1
7.6,5,train,5.1,53.57,1
7.7,5,train,5.3,51.91,1
7.8,5,train,5.4,50.25,1
7.9,5,train,5.6,48.59,1
8.0,5,train,5.8,46.93,1
8.1,5,train,6.0,45.28,1
8.2,5,train,6.3,43.62,1
8.3,5,train,6.5,41.97,1
8.4,5,train,6.8,40.31,1
8.5,5,train,7.1,38.66,1
8.6,5,train,7.4,37.01,1
8.7,5,train,7.7,35.36,1
8.8,5,train,8.1,33.71,1
8.9,5,train,8.5,32.06,1
9.0,5,train,9.0,30.41,1
9.1,5,train,9.5,28.77,1
9.2,5,train,10.1,27.13,1
9.3,5,train,10.8,25.50,1
9.4,5,train,11.5,23.86,1
9.5,5,train,12.4,22.24,1
9.6,5,train,13.4,20.62,1
9.7,5,train,14.5,19.00,1
9.8,5,train,15.9,17.40,1
9.9,5,train,17.6,15.81,1
0.6,6,train,1.4,190.07,1
0.7,6,train,1.4,188.40,1
0.8,6,train,1.5,186.73,1
0.9,6,train,1.5,185.07,1
1.0,6,train,1.5,183.40,1
1.1,6,train,1.5,181.74,1
1.2,6,train,1.5,180.07,1
1.3,6,train,1.5,178.40,1
1.4,6,train,1.5,176.74,1
1.5,6,train,1.6,175.07,1
1.6,6,train,1.6,173.41,1
1.7,6,train,1.6,171.74,1
1.8,6,train,1.6,170.07,1
1.9,6,train,1.6,168.41,1
2.0,6,train,1.6,166.74,1
2.1,6,train,1.7,165.08,1
2.2,6,train,1.7,163.41,1
2.3,6,train,1.7,161.74,1
2.4,6,train,1.7,160.08,1
2.5,6,train,1.7,158.41,1
2.6,6,train,1.7,156.75,1
2.7,6,train,1.8,155.08,1
2.8,6,train,1.8,153.41,1
2.9,6,train,1.8,151.75,1
3.0,6,train,1.8,150.08,1
3.1,6,train,1.8,148.42,1
3.2,6,train,1.9,146.75,1
3.3,6,train,1.9,145.09,1
3.4,6,train,1.9,143.42,1
3.5,6,train,1.9,141.75,1
3.6,6,train,1.9,140.09,1
3.7,6,train,2.0,138.42,1
3.8,6,train,2.0,136.76,1
3.9,6,train,2.0,135.09,1
4.0,6,train,2.0,133.43,1
4.1,6,train,2.1,131.76,1
4.2,6,train,2.1,130.10,1
4.3,6,train,2.1,128.43,1
4.4,6,train,2.2,126.77,1
4.5,6,train,2.2,125.10,1
4.6,6,train,2.2,123.43,1
4.7,6,train,2.2,121.77,1
4.8,6,train,2.3,120.10,1
4.9,6,train,2.3,118.44,1
5.0,6,train,2.3,116.77,1
5.1,6,train,2.4,115.11,1
5.2,6,train,2.4,113.44,1
5.3,6,train,2.4,111.78,1
5.4,6,train,2.5,110.11,1
5.5,6,train,2.5,108.45,1
5.6,6,train,2.6,106.78,1
5.7,6,train,2.6,105.12,1
5.8,6,train,2.6,103.45,1
5.9,6,train,2.7,101.79,1
6.0,6,train,2.7,100.12,1
6.1,6,train,2.8,98.46,1
6.2,6,train,2.8,96.80,1
6.3,6,train,2.9,95.13,1
6.4,6,train,2.9,93.47,1
6.5,6,train,3.0,91.80,1
6.6,6,train,3.0,90.14,1
6.7,6,train,3.1,88.47,1
6.8,6,train,3.1,86.81,1
6.9,6,train,3.2,85.15,1
7.0,6,train,3.3,83.48,1
7.1,6,train,3.3,81.82,1
7.2,6,train,3.4,80.16,1
7.3,6,train,3.5,78.49,1
7.4,6,train,3.6,76.83,1
7.5,6,train,3.6,75.17,1
7.6,6,train,3.7,73.50,1
7.7,6,train,3.8,71.84,1
7.8,6,train,3.9,70.18,1
7.9,6,train,4.0,68.52,1
8.0,6,train,4.1,66.85,1
8.1,6,train,4.2,65.19,1
8.2,6,train,4.3,63.53,1
8.3,6,train,4.4,61.87,1
8.4,6,train,4.5,60.21,1
8.5,6,train,4.7,58.55,1
8.6,6,train,4.8,56.89,1
8.7,6,train,4.9,55.23,1
8.8,6,train,5.1,53.57,1
8.9,6,train,5.3,51.91,1
9.0,6,train,5.4,50.25,1
9.1,6,train,5.6,48.59,1
9.2,6,train,5.8,46.93,1
9.3,6,train,6.0,45.28,1
9.4,6,train,6.3,43.62,1
9.5,6,train,6.5,41.97,1
9.6,6,train,6.8,40.31,1
9.7,6,train,7.1,38.66,1
9.8,6,train,7.4,37.01,1
9.9,6,train,7.7,35.36,1
